post_id,comment_id,comment_text,pos,neg,neu,compound,polarity
C2,39344,yessss 🔥  ❤ ️,0.7,0.0,0.3,0.7906,strongly positive
C2,39345,the prettiest of them all and the best heart.,0.669,0.0,0.331,0.9201,strongly positive
C2,39347,i want that apple 😍,0.417,0.0,0.583,0.5106,strongly positive
C2,39348,this is khloe why is everyone talking about kylie. khloe is the most beautiful of them all 💯,0.189,0.0,0.811,0.6361,strongly positive
C2,39349,🍎  ❤ ️‍ 🔥,0.636,0.0,0.364,0.7906,strongly positive
C2,39351,🍑  🍑  🍑  🍑  🍑  🍑,0.0,0.0,1.0,0.0,neutral
C2,39352,🔥  🔥  🔥  🔥  💯  💯  💘  💘  💘  💋  💋  💋  😎,0.688,0.0,0.312,0.9874,strongly positive
C2,39359,"ohhhhh my fucking god, babes it's so fantastic 👏  ❤ ️ 👏",0.636,0.0,0.364,0.9551,strongly positive
C2,39360,❤ ️ ❤ ️ GORGEOUS,0.767,0.0,0.233,0.9341,strongly positive
C2,39364,don’t care what other people say about you and your fam. I just love you so much,0.33,0.0,0.67,0.8126,strongly positive
C2,39365,tits or boobies,0.0,0.487,0.513,-0.2263,negative
C2,39366,syroon love you  😍  😍  😍  😍  😍,0.53,0.0,0.47,0.9595,strongly positive
C2,39367,your kids may see that!!,0.0,0.0,1.0,0.0,neutral
C2,39369,OMGH  😍  😍  😍  😍,0.48,0.0,0.52,0.9001,strongly positive
C2,39371,I love her but whoever organized this needs to be fired immediately along with whoever thought this was “art”,0.106,0.2,0.694,-0.5106,strongly negative
C2,39374,stunning  ❤ ️ 🔥,0.828,0.0,0.172,0.8625,strongly positive
C2,39379,gorgeous  ❤ ️  😍   🔥,0.737,0.0,0.263,0.9325,strongly positive
C2,39380,GORGEOUS!! ❤ ️,0.826,0.0,0.174,0.8889,strongly positive
C2,39385,you are the epitome of beauty  🙌  always been my favorite btw ❤ ️,0.458,0.0,0.542,0.9001,strongly positive
C2,39387,super gorgeous  ❤ ️ ❤ ️ ❤ ️ ❤ ️,0.755,0.0,0.245,0.9792,strongly positive
C2,39389,stunning! you’re glowing!  🔥,0.749,0.0,0.251,0.717,strongly positive
C2,39392,dear god no.  rinna is a disgusting human.  khloe is a good person,0.38,0.17,0.45,0.4939,positive
C2,39395,so awesome,0.815,0.0,0.185,0.659,strongly positive
C2,39396,I WANT THAT APPLE BABE.. 😘  💯,0.349,0.0,0.651,0.5904,strongly positive
C2,39399,😢  😢  😢  😢,0.0,0.756,0.244,-0.9081,strongly negative
C2,39404,I love this for real  👏,0.59,0.0,0.41,0.802,strongly positive
C2,39405,👍  👏,0.5,0.0,0.5,0.4588,positive
C2,39407,stupid stupidity why....,0.0,0.863,0.137,-0.743,strongly negative
C2,39410,hey I wanna see a garden of eden pic  😍,0.2,0.0,0.8,0.4588,positive
C2,39411,yeah I think you're right,0.355,0.0,0.645,0.296,positive
C2,39412,what is up with that ridiculous ridiculous photo,0.0,0.455,0.545,-0.6124,strongly negative
C2,39413,I just knoww the bts of this shoot is hilarious and you were cutting up  🤣,0.226,0.163,0.612,0.3919,positive
C2,39419,love  🔥,1.0,0.0,0.0,0.7906,strongly positive
C2,39420,yes!!! khloe you are a star!!! beautiful,0.608,0.0,0.392,0.8302,strongly positive
C2,39422,mother is SERVING!!!,0.0,0.0,1.0,0.0,neutral
C2,39425,you are such a powerhouse! gorgeous & talented  🔥  🔥  🔥,0.727,0.0,0.273,0.9432,strongly positive
C2,39426,you DESERVE  ❤ ️ AND SO MUCH MORE!! LOVE-EE,0.347,0.0,0.653,0.6988,strongly positive
C2,39429,head is massive.  she has a man size head. 😂,0.215,0.107,0.678,0.4404,positive
C2,39431,attention seeking on the cover of a magazine? well DUHHHH THATS THE POINT. now go sit at the back,0.104,0.0,0.896,0.2732,positive
C2,39432,it’s giving rené magritte’s the son of man,0.255,0.0,0.745,0.34,positive
C2,39434,🔥  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍,0.514,0.0,0.486,0.9935,strongly positive
C2,39435,the apple,0.0,0.0,1.0,0.0,neutral
C2,39438,you are fire  🔥 khloe 👏  👏,0.699,0.0,0.301,0.891,strongly positive
C2,39441,: love you kylie 😘  ❤,0.615,0.0,0.385,0.9042,strongly positive
C2,39442,she atee!!  ❤ ️ 🔥   🍎,0.558,0.0,0.442,0.8217,strongly positive
C2,39444,🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥,1.0,0.0,0.0,0.9884,strongly positive
C2,39445,such a serve  😍  10’s  🤩  🤩  🤩,0.231,0.0,0.769,0.4588,positive
C2,39446,"you are in this point in life, where you DONT need to show so much skin. you are beutifull.",0.0,0.0,1.0,0.0,neutral
C2,39447,absolute beauty  😍  ❤ ️,0.647,0.0,0.353,0.9001,strongly positive
C2,39450,"you look incredible, khloe",0.0,0.0,1.0,0.0,neutral
C2,39451,so hot  🥵  🥵,0.705,0.0,0.295,0.7328,strongly positive
C2,39456,what is this now eve she going to eat the apple,0.0,0.0,1.0,0.0,neutral
C2,39457,the best sister bye far,0.512,0.0,0.488,0.6369,strongly positive
C2,39460,the apple  🍎  bigger  🤭  🙈,0.225,0.0,0.775,0.4939,positive
C2,39461,"oh, gross!",0.0,0.772,0.228,-0.5255,strongly negative
C2,39463,GORGEOUS K!!!!!!,0.838,0.0,0.162,0.7326,strongly positive
C2,39467,whoa  🔥,0.737,0.0,0.263,0.4215,positive
C2,39470,ridiculous photo,0.0,0.714,0.286,-0.3612,negative
C2,39475,gorgeous!!  ❤ ️ ❤ ️,0.764,0.0,0.236,0.9323,strongly positive
C2,39478,insert quote: your the  🍎  to my  👁 ️,0.0,0.0,1.0,0.0,neutral
C2,39479,🙄  smdh…. sheep are SO blind!!!,0.0,0.398,0.602,-0.7418,strongly negative
C2,39480,A cover  👌  🏾,0.551,0.0,0.449,0.7297,strongly positive
C2,39481,gorgeous! you have an amazing soul! you are beautiful inside and out!,0.583,0.0,0.417,0.927,strongly positive
C2,39484,what... is this.,0.0,0.0,1.0,0.0,neutral
C2,39485,I cant with you! slaaaaaay,0.0,0.0,1.0,0.0,neutral
C2,39486,love you so muck,0.583,0.0,0.417,0.6369,strongly positive
C2,39488,LOVE YOOOOOY,0.808,0.0,0.192,0.6369,strongly positive
C2,39490,what? tomorrow she finds her bra?,0.0,0.0,1.0,0.0,neutral
C2,39491,LOOL SLAVIC GIRL  😂  😂  😂,0.392,0.196,0.412,0.8271,strongly positive
C2,39493,tiny titty!!!,0.0,0.0,1.0,0.0,neutral
C2,39494,gorgeous. ❤ ️,0.804,0.0,0.196,0.8481,strongly positive
C2,39495,apple of my eye,0.0,0.0,1.0,0.0,neutral
C2,39496,they must have ran short on material.  🤔   😝,0.0,0.0,1.0,0.0,neutral
C2,39498,🫧  ❄ ️ ♥ ️ ❄ ️ 🫧,0.344,0.0,0.656,0.6369,strongly positive
C2,39504,stunning shoot and beautiful way show femininity .,0.468,0.173,0.36,0.6249,strongly positive
C2,39505,HAHAHAHAH beh let's spend yung buong week before our birthday sa malalang photoshoot  😆  😆  😆  😆  😆,0.352,0.0,0.648,0.8885,strongly positive
C2,39507,my girl!! 🔥,0.629,0.0,0.371,0.5242,strongly positive
C2,39508,this is so ridiculous LOL WTF,0.257,0.541,0.202,-0.6401,strongly negative
C2,39510,someone needs to get fired!  most ridiculous,0.0,0.572,0.428,-0.7707,strongly negative
C2,39513,"spray tan artist?!!! color is  🔥 , she needs props  🫶  🏼",0.22,0.0,0.78,0.5684,strongly positive
C2,39515,an apple a day definitely won't keep me away  😍  🔥,0.436,0.0,0.564,0.8176,strongly positive
C2,39516,beautiful as always khloe!,0.583,0.0,0.417,0.636,strongly positive
C2,39517,the gold nails were a nice touch…a minor detail but def necessary,0.147,0.0,0.853,0.2263,positive
C2,39518,am I missing something? when and why did the kardashians start breast feeding apples?,0.0,0.165,0.835,-0.3736,negative
C2,39519,gorgeous  ❤ ️ 🔥,0.846,0.0,0.154,0.9001,strongly positive
C2,39520,stunning  😍  😍  😍,0.563,0.0,0.437,0.891,strongly positive
C2,39521,why 😂,0.392,0.196,0.412,0.4404,positive
C2,39523,apple apple red red apple very very sweet apple  🍎,0.263,0.0,0.737,0.5531,strongly positive
C2,39531,why is this giving adam and eve bible vibes?,0.256,0.0,0.744,0.4118,positive
C2,39532,🔥  🔥  🔥  🙌  🙌  🙌  🙌,0.512,0.0,0.488,0.8126,strongly positive
C2,39533,this is a major serve  ❤ ️ you look absolutely stunning  🔥  🔥  🔥,0.62,0.0,0.38,0.946,strongly positive
C2,39534,😍  😍  😍  😍  ❤ ️ ❤ ️ ❤ ️,0.577,0.0,0.423,0.9766,strongly positive
C2,39539,🍎  ❤ ️ 🍎  ❤ ️ 🍎  ❤ ️ 🍎  ❤ ️,0.512,0.0,0.488,0.9571,strongly positive
C2,39540,YOU ATE THIS SHOOT RIGHT UP ❤ ️,0.283,0.247,0.471,0.1365,positive
C2,39541,the mastermind behind the todd kraines prank!,0.0,0.0,1.0,0.0,neutral
C2,39545,really nice photo!,0.629,0.0,0.371,0.5244,strongly positive
C2,39546,wow so good,0.875,0.0,0.125,0.7902,strongly positive
C2,39549,this is art 🤩  👏  👏  👏 …..moots 🫶  🏻,0.429,0.0,0.571,0.8402,strongly positive
C2,39554,"same girl , same",0.0,0.0,1.0,0.0,neutral
C2,39556,you are one classy girl! what an amazing photo!,0.51,0.0,0.49,0.8065,strongly positive
C2,39558,stunning! 🔥  🔥  🔥,1.0,0.0,0.0,0.8832,strongly positive
C2,39560,you’re THAT girl  👏,0.429,0.0,0.571,0.4588,positive
C2,39561,🔥 you look amazing as always. ( 😂  boobs not the T word).,0.411,0.075,0.514,0.8591,strongly positive
C2,39562,wow queen koko  👏  👏  👏  you looking attractive fashionable  ❤ ️ ❤ ️ ❤ ️ 😍  😍  😍,0.65,0.0,0.35,0.9911,strongly positive
C2,39567,looking fabulous!! ❤ ️ ❤ ️,0.712,0.0,0.288,0.9244,strongly positive
C2,39568,"help 😂 , I thought it was gkay",0.374,0.109,0.517,0.6808,strongly positive
C2,39569,😂  🤣  what in the ever loving fuck is this?! this is one of the dumbest things I’ve ever seen.  🥲  🥹  😆,0.283,0.18,0.537,0.7177,strongly positive
C2,39571,khloe you look absolutely beautiful  😍,0.516,0.0,0.484,0.8162,strongly positive
C2,39573,nice art direction,0.583,0.0,0.417,0.4215,positive
C2,39574,mother  😍,0.429,0.0,0.571,0.4588,positive
C2,39576,stunning  😍  👏,0.683,0.0,0.317,0.8225,strongly positive
C2,39584,2 hendred one apple  😂  😂  😂  😂  😂,0.4,0.2,0.4,0.926,strongly positive
C2,39587,why is the best fruit always forbidden vibes  🙌,0.28,0.187,0.533,0.34,positive
C2,39589,well good thing this is scott ?,0.5,0.0,0.5,0.6124,strongly positive
C2,39593,when you genuinely don't watch or care about the teens choice awards but your girl is up for it. voted,0.092,0.083,0.825,0.048,positive
C2,39594,really  🤦  🏻 ‍ ♀ ️,0.0,0.0,1.0,0.0,neutral
C2,39596,🍎  ❣ ️,0.457,0.0,0.543,0.6369,strongly positive
C2,39600,😍  😍  😍  😍  😍  😍  😍  🔥  🔥  🔥  🔥,0.605,0.0,0.395,0.9837,strongly positive
C2,39601,no one asked you,0.0,0.423,0.577,-0.296,negative
C2,39603,my love  😍  ✨,0.704,0.0,0.296,0.8591,strongly positive
C2,39604,ya but he wants to get it in with this sister.,0.0,0.0,1.0,0.0,neutral
C2,39605,one word beautiful  😍,0.58,0.0,0.42,0.7845,strongly positive
C2,39606,absolutely beautiful! 🔥,0.883,0.0,0.117,0.8207,strongly positive
C2,39608,ok wait. you did THAT,0.355,0.0,0.645,0.296,positive
C2,39610,simply stunning  ❣ ️,0.63,0.0,0.37,0.7783,strongly positive
C2,39611,need two apples  🍎,0.0,0.0,1.0,0.0,neutral
C2,39612,she looks stunning  🔥,0.73,0.0,0.27,0.6597,strongly positive
C2,39613,there’s always one.. lol  🍎,0.359,0.0,0.641,0.4215,positive
C2,39615,an apple a day will keep khloe away,0.0,0.0,1.0,0.0,neutral
C2,39617,"oh boy! even if that apple was poisoned, I’d still eat it.",0.0,0.241,0.759,-0.5411,strongly negative
C2,39619,just so weird!,0.0,0.533,0.467,-0.3149,negative
C2,39622,"loving the cover, you look absolutely beautiful!!  💋  💋  💋",0.684,0.0,0.316,0.9542,strongly positive
C2,39627,that okurrrrrr got some extra rrrrs 😍,0.25,0.0,0.75,0.4588,positive
C2,39628,🍎  🍎  🍎  🍎  🍎  🍎,0.0,0.0,1.0,0.0,neutral
C2,39629,🍎  of my  👁 ️,0.0,0.0,1.0,0.0,neutral
C2,39631,🔥  🔥  🔥  🔥  ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️,0.763,0.0,0.237,0.9864,strongly positive
C2,39634,not good,0.0,0.706,0.294,-0.3412,negative
C2,39635,SHES THE BADDEST BITCH,0.0,0.559,0.441,-0.5859,strongly negative
C2,39639,haha this made me laugh,0.688,0.0,0.312,0.765,strongly positive
C2,39641,🥱  🥱  🥱  🥱,0.0,0.0,1.0,0.0,neutral
C2,39643,you are the most beautiful of all the sisters. inside and out  ❤ ️ 🔥,0.463,0.0,0.537,0.9041,strongly positive
C2,39644,😻  🫶  🏼  🫶  🏼  🫶  🏼  🫶  🏼,0.13,0.0,0.87,0.4588,positive
C2,39645,awww gorgeous mamas  🥰  ❤ ️ 😍  😭  😭  💕  🥹,0.507,0.138,0.356,0.9559,strongly positive
C2,39647,queen  👑  😍,0.769,0.0,0.231,0.875,strongly positive
C2,39651,is this an apple  🍎  advertisement  🤦  🏼 ‍ ♀ ️,0.0,0.0,1.0,0.0,neutral
C2,39652,why did they shrink your right boob  ?! get them to fix it babe. other than that.. GORGE  ❤ ️,0.183,0.0,0.817,0.6696,strongly positive
C2,39653,🔥  😘  ❤ ️ 🌹  🦊  🌹  ❤ ️ 😘  🔥,0.583,0.0,0.417,0.9618,strongly positive
C2,39656,what a stupid photo,0.0,0.531,0.469,-0.5267,strongly negative
C2,39659,😍  😍  😍  😍  😍  so pretty!!!!,0.559,0.0,0.441,0.9652,strongly positive
C2,39663,🖤  🖤  🔥  🍎  😍  😍,0.632,0.0,0.368,0.9531,strongly positive
C2,39667,so bute!!!,0.0,0.0,1.0,0.0,neutral
C2,39669,omgee ❤ ️ ❤ ️ 🔥  🔥,0.737,0.0,0.263,0.9325,strongly positive
C2,39673,❤ ️ 🔥  🔥  🔥  ❤ ️ ❤ ️ 🔥  🔥,0.816,0.0,0.184,0.979,strongly positive
C2,39677,you look gorgeous  🔥,0.773,0.0,0.227,0.7783,strongly positive
C2,39680,gorgeous 🔥  ❤ ️,0.846,0.0,0.154,0.9001,strongly positive
C2,39682,looking good baby,0.592,0.0,0.408,0.4404,positive
C2,39684,I’m not a keeping up with the kardashians fan at all.  haven’t watched in years.  but if khloe had her own show by herself I would definitely be interested.,0.252,0.0,0.748,0.8294,strongly positive
C2,39686,love  😍  😍  😍  😍  😍,0.561,0.0,0.439,0.9595,strongly positive
C2,39687,it’s not khloe’s fault! someone told her to wear that and hold an apple in front of her boob  🤣  🍎  so artsy  😜,0.161,0.0,0.839,0.6956,strongly positive
C2,39691,new RHONY member?,0.0,0.0,1.0,0.0,neutral
C2,39692,it’s very weird to see y’all act y’all’s race again,0.0,0.181,0.819,-0.2484,negative
C2,39694,❣ ️ ❣ ️ ❣ ️ ❣ ️,0.583,0.0,0.417,0.9571,strongly positive
C2,39698,steaming  🔥  ❤ ️,0.7,0.0,0.3,0.7906,strongly positive
C2,39700,this has to be the stupidest photo I think I’ve ever seen.,0.0,0.236,0.764,-0.5267,strongly negative
C2,39702,ridiculous photo.,0.0,0.714,0.286,-0.3612,negative
C2,39706,"wow, honey you’re beautiful",0.794,0.0,0.206,0.8271,strongly positive
C2,39708,"omg koko, best cover ever, you look amazing  😻",0.577,0.0,0.423,0.9062,strongly positive
C2,39709,"we love you koko, always",0.512,0.0,0.488,0.6369,strongly positive
C2,39711,I love you koko!,0.6,0.0,0.4,0.6696,strongly positive
C2,39714,lort have mercy  😍,0.524,0.0,0.476,0.6705,strongly positive
C2,39718,could u get anymore perfect?  ❤ ️ ❤ ️ 🔥  🔥  🔥  🔥  🔥,0.765,0.0,0.235,0.9779,strongly positive
C2,39719,I love you lala and the K’s too but it’s okay for you to not say anything. nothing about this breast exam pic is gorgeous. really 🤷  🏽 ‍ ♀ ️ 🤷  🏽 ‍ ♀ ️,0.203,0.0,0.797,0.8873,strongly positive
C2,39722,❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️🇮🇱🇮🇱,0.677,0.0,0.323,0.9803,strongly positive
C2,39723,perfection. nothing less  🔥  ❤ ️,0.555,0.154,0.291,0.7594,strongly positive
C2,39725,oh she created her own emoji,0.286,0.0,0.714,0.25,positive
C2,39726,snapped!  🔥,0.756,0.0,0.244,0.4753,positive
C2,39727,🤍  🤍  😍  😍  👑,0.691,0.0,0.309,0.9578,strongly positive
C2,39728,I’m here for it  🙌,0.0,0.0,1.0,0.0,neutral
C2,39730,the forbidden fruit  ❤ ️ 🍎,0.323,0.215,0.462,0.34,positive
C2,39731,🙌  🔥  🙌  🔥  🙌  🔥  🙌  🔥,0.583,0.0,0.417,0.8807,strongly positive
C2,39734,is it a show or what !!?? I don’t understand,0.0,0.0,1.0,0.0,neutral
C2,39735,🍎  ❤ ️,0.512,0.0,0.488,0.6369,strongly positive
C2,39736,ate this up  🔥  🔥  🔥  🔥,0.789,0.0,0.211,0.8807,strongly positive
C2,39738,"she's not dressed, what's so chic about it, auntie?",0.255,0.0,0.745,0.4101,positive
C2,39739,🍎  🕺,0.0,0.0,1.0,0.0,neutral
C2,39742,that's a peach,0.0,0.0,1.0,0.0,neutral
C2,39747,you are stunning,0.565,0.0,0.435,0.3818,positive
C2,39749,gorgeous!!!! 🔥  ❤ ️,0.859,0.0,0.141,0.9212,strongly positive
C2,39751,we seii high quaiity repiica rolex and patek phillipe watches  🔥  ⌚ ️,0.189,0.0,0.811,0.4215,positive
C2,39752,📷  📷  📷  📷  📷  📷  📷  📷  📷  📷  📷  📷  📷  📷  👑,0.2,0.0,0.8,0.5423,strongly positive
C2,39761,"👏  👏  👏  lfgooooooo khlo, get your flowers!  😍  or fruit  🤭  🥰",0.533,0.0,0.467,0.9712,strongly positive
C2,39762,so beautiful  😍  😍,0.599,0.0,0.401,0.8878,strongly positive
C2,39765,LOOOOOVVVVVEEEE this,0.0,0.0,1.0,0.0,neutral
C2,39768,why bother hiding tiny tiny apple,0.0,0.535,0.465,-0.5574,strongly negative
C2,39769,🙌  😂  😂  😂,0.406,0.203,0.391,0.8271,strongly positive
C2,39770,"you're gorgeous, just one of your  biggest fans",0.364,0.0,0.636,0.6124,strongly positive
C2,39771,too bad she isn't more careful about her relationships. these girls have had babies just because they could afford a surrogant having us believe it was because of health issues. co-parenting is not the same and is not as healthy as having be married to the man gathering their kids.  kim's kids will always have the stigma of kanye. he certainly is not supposed to child for being a dad,0.032,0.098,0.87,-0.6148,strongly negative
C2,39772,not outfits!!!!!!!!!,0.0,0.0,1.0,0.0,neutral
C2,39776,why did i think this was a bachelorette ad  😳,0.0,0.0,1.0,0.0,neutral
C2,39778,truly stunning.. to say ravishing would be an understatement. medusa has nothing on you  🥇  🖤,0.46,0.0,0.54,0.9153,strongly positive
C2,39781,motherrrrr,0.0,0.0,1.0,0.0,neutral
C2,39782,EVERYTHING,0.0,0.0,1.0,0.0,neutral
C2,39783,her true color puppet,0.483,0.0,0.517,0.4215,positive
C2,39787,sexy AF...beautiful  🔥  🔥  🔥,0.922,0.0,0.078,0.8957,strongly positive
C2,39791,unleash the puppies  😍,0.333,0.0,0.667,0.4588,positive
C2,39792,go friend  😂,0.543,0.147,0.31,0.7269,strongly positive
C2,39793,ironically the “apple” men weakness…& 1st man sin…,0.0,0.0,1.0,0.0,neutral
C2,39795,🔥  🔥  🔥   🙌  🙌  🙌,0.583,0.0,0.417,0.8126,strongly positive
C2,39797,we are a divine color...please support our 69 tribe...africa...please support..mali  🙏  🌹  🙏,0.326,0.0,0.674,0.743,strongly positive
C2,39798,need to know who made the earrings.... love it!,0.36,0.0,0.64,0.6696,strongly positive
C2,39799,she is proud of an explant without saying she explanted the toxic bags,0.205,0.0,0.795,0.4767,positive
C2,39800,🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤢  🤢  🤢  🤢  🤮  🤮  🤮,0.0,0.778,0.222,-0.9947,strongly negative
C2,39801,amazing shot koko  💕  😌,0.728,0.0,0.272,0.8934,strongly positive
C2,39802,just WOW  🔥  🔥  🔥  🔥,0.94,0.0,0.06,0.9406,strongly positive
C2,39803,leave it to the lord to lay down the law  🙌  😂  🍎  🍎 take two of these and call me in the morning,0.109,0.089,0.802,0.4019,positive
C2,39804,girl you're to thin now stop,0.0,0.306,0.694,-0.296,negative
C2,39805,stunning photo khloe  ❤ ️,0.63,0.0,0.37,0.7783,strongly positive
C2,39807,love you khloe you are gorgeous  ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️,0.676,0.0,0.324,0.9851,strongly positive
C2,39811,"you look beautiful, khloe!",0.583,0.0,0.417,0.636,strongly positive
C2,39815,this is camp,0.0,0.0,1.0,0.0,neutral
C2,39816,🔥  🎉  🔥  💯  🔥  ❤ ️ 🔥,0.784,0.0,0.216,0.9524,strongly positive
C2,39818,"do we pronounce your name KHLOAYYY. just need to be different, huh?",0.0,0.0,1.0,0.0,neutral
C2,39819,YES YES YES CANCER QUEENNNNNNN MUTHAAAAAAAA 😍  😍,0.554,0.174,0.272,0.8797,strongly positive
C2,39820,what a beautiful apple  😂,0.494,0.122,0.385,0.7783,strongly positive
C2,39821,"we should all have access to change our appearance 110%,too,huh?? 🤔",0.0,0.0,1.0,0.0,neutral
C2,39822,the kardashiansssss yesss 🥹,0.0,0.0,1.0,0.0,neutral
C2,39826,💣  💣  💣  💣,0.0,1.0,0.0,-0.9153,strongly negative
C2,39828,but why,0.0,0.0,1.0,0.0,neutral
C2,39830,your beauty is stunning and breathtaking  🔥  💟  🔥,0.828,0.0,0.172,0.9595,strongly positive
C2,39833,😮  😍  ❤ ️ 🔥  🔥  🔥  🔥  🔥,0.702,0.0,0.298,0.9648,strongly positive
C2,39837,what a dumb picture,0.0,0.524,0.476,-0.5106,strongly negative
C2,39840,the forbidden fruit.  🔥,0.368,0.368,0.263,0.0,neutral
C2,39841,❤ ️ 🤎  😍 beautiful 😍  🤎  ❤ ️,0.604,0.0,0.396,0.9601,strongly positive
C2,39843,ate!!! giving it to the gods!!!,0.416,0.0,0.584,0.5526,strongly positive
C2,39845,please eat.,0.697,0.0,0.303,0.3182,positive
C2,39846,just horrible!,0.0,0.791,0.209,-0.5848,strongly negative
C2,39847,can y'all happen already?! you need to pick up your game bruh.,0.0,0.0,1.0,0.0,neutral
C2,39849,what about tagging the apple farmer? they need to know where their apple went!,0.0,0.0,1.0,0.0,neutral
C2,39851,lol what is she a member of the real house of ny,0.203,0.0,0.797,0.4215,positive
C2,39853,😍  😍  😍  🤩  🤩  🤩,0.429,0.0,0.571,0.8402,strongly positive
C2,39854,love ya but not $18 shipping lol,0.245,0.283,0.472,-0.1022,negative
C2,39858,keep being a person your kids will be embarrassed about when they’re older unless you groom them,0.0,0.135,0.865,-0.3612,negative
C2,39864,compared to what.?,0.0,0.0,1.0,0.0,neutral
C2,39866,yeah you aren’t pathetic,0.278,0.468,0.253,-0.3612,negative
C2,39867,"head shemale, upper body man, lower body woman and she wonders why men treat her badly, they’re just confused kholiu",0.103,0.289,0.608,-0.5994,strongly negative
C2,39868,beautiful congratulations.,1.0,0.0,0.0,0.8316,strongly positive
C2,39872,"you are so beautiful, even more beautiful if you covered yourself up.",0.479,0.0,0.521,0.8802,strongly positive
C2,39874,bon apple tit,0.0,0.0,1.0,0.0,neutral
C2,39876,sleeping beauty who 😍  😍,0.551,0.0,0.449,0.8689,strongly positive
C2,39878,stunning  ❤ ️ ❤ ️,0.733,0.0,0.267,0.9001,strongly positive
C2,39880,"I guess thats the apple eve ate !  🔥  justa pun, lil play !",0.325,0.0,0.675,0.6988,strongly positive
C2,39885,so your saying women should praise other women for literally dressing naked on the internet.you know digital footprint is real.,0.159,0.0,0.841,0.5574,strongly positive
C2,39888,my boob could never  😂,0.438,0.0,0.562,0.6669,strongly positive
C2,39891,it’s fashion slang the youths say nowadays  😂  😂  😂,0.344,0.172,0.483,0.8271,strongly positive
C2,39894,you forgot the right side of your shirt. lol,0.259,0.0,0.741,0.4215,positive
C2,39895,beautiful as always  🔥,0.77,0.0,0.23,0.7717,strongly positive
C2,39897,loveeee ❤ ️,0.583,0.0,0.417,0.6369,strongly positive
C2,39898,only KHLOE could make apples a fashion statement  🙌  🔥,0.219,0.0,0.781,0.4215,positive
C2,39899,absolutely stunning  😍  😍,0.567,0.0,0.433,0.847,strongly positive
C2,39900,my gorgeous angel 😍  😍,0.556,0.0,0.444,0.875,strongly positive
C2,39905,❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️  🙌,0.643,0.0,0.357,0.9803,strongly positive
C2,39906,thought you were the next bachelorette at first glance but realized it was an apple not a rose 😂  darn!,0.184,0.079,0.737,0.63,strongly positive
C2,39909,STUNNING QUEEN  😍  😍  😍,0.648,0.0,0.352,0.9482,strongly positive
C2,39913,TAKE THAT APPLE AWAY,0.0,0.0,1.0,0.0,neutral
C2,39916,why don't you have any NIPZ? YOU NEVER SHOW THEM,0.0,0.0,1.0,0.0,neutral
C2,39917,honestly same. I’m just a millennial trying to keep up  😂  😂  😂  😂,0.389,0.162,0.449,0.9274,strongly positive
C2,39918,take that apple away!!!,0.0,0.0,1.0,0.0,neutral
C2,39922,omg  😱   😍  😍 so beautiful  😍  😍 I love you koko,0.489,0.125,0.387,0.9514,strongly positive
C2,39924,8 this shoot up!,0.0,0.473,0.527,-0.4003,negative
C2,39927,you look amazing khloe!  🥰  🥰,0.675,0.0,0.325,0.9622,strongly positive
C2,39928,omg queen are you selling fruit?  😍,0.527,0.0,0.473,0.7783,strongly positive
C2,39931,oh my lord  😵   🔥  my favourite koko  😘  you have now raised the bars high for 2024 goals for me  🌶 ️,0.231,0.056,0.712,0.7096,strongly positive
C2,39932,khloemoney  😍,0.429,0.0,0.571,0.4588,positive
C2,39933,GIRLLLLLLLL ✨  🔥  🔥  🔥  🔥,0.931,0.0,0.069,0.91,strongly positive
C2,39934,errrrrmmm don’t compare my small boobs to apples  😩,0.0,0.189,0.811,-0.2732,negative
C2,39935,yoh you nailed it,0.0,0.0,1.0,0.0,neutral
C2,39936,absolutely gorgeous!!!,0.838,0.0,0.162,0.7326,strongly positive
C2,39937,🤍  🤍  🤍  👑,0.843,0.0,0.157,0.9524,strongly positive
C2,39939,the most gorgeous  one,0.589,0.0,0.411,0.6478,strongly positive
C2,39940,loveeeeee  😍,0.429,0.0,0.571,0.4588,positive
C2,39941,what khloe! 😍  🥰,0.57,0.0,0.43,0.8908,strongly positive
C2,39942,🤍  🥂  ❤ ️,0.627,0.0,0.373,0.8555,strongly positive
C2,39946,QUEEN 🔥  ❤ ️,0.849,0.0,0.151,0.9049,strongly positive
C2,39949,love  🔥  🔥  🔥  🔥  🔥  🔥,1.0,0.0,0.0,0.9638,strongly positive
C2,39950,😘  😘  😘  😘  😘  😘  🤪  🤪  🥰  🥰  👻  👻  🤗  🤗,0.517,0.064,0.419,0.9854,strongly positive
C2,39951,agreed so weird and awkward  😬  they are so cringe,0.137,0.407,0.456,-0.4865,negative
C2,39952,so pretty  ☺ ️ 🤍,0.733,0.0,0.267,0.8995,strongly positive
