post_id,comment_id,comment_text,polarity,comment_train
C1,37244,the most beautiful  🔥,strongly positive,beautiful 🔥
C1,37247,scrolling quickly I thought this was,neutral,scroll quickly thought
C1,37250,kokomo you are so beautiful!! ❤ ️,strongly positive,kokomo beautiful ! ! ❤ ️
C1,37251,so pretty ko ko,strongly positive,pretty ko ko
C1,37252,it’s giving unmarried woman with 2 tax exemptions.,positive,it give unmarried woman tax exemption
C1,37253,absolute hottest  😍,positive,absolute hottest 😍
C1,37255,THIS WOW,strongly positive,WOW
C1,37256,amazing  🙌  🔥,strongly positive,amaze 🙌 🔥
C1,37257,“I’d rather go naked than be warm?”  🫣  🤔,neutral,“Id rather go naked warm” 🫣 🤔
C1,37260,making me feel so cold just looking at these pics xx,neutral,make feel cold look pic xx
C1,37261,"how are you SINGLE?? likeee, just how???",neutral,SINGLE likeee how
C1,37262,TIRED OF SEEING THIS NASTY ASS CIRCUS,strongly negative,TIRE SEE NASTY AS CIRCUS
C1,37266,young brigitte bardot.,neutral,young brigitte bardot
C1,37268,might be my fave photos of you  🔥  😍,strongly positive,might fave photo 🔥 😍
C1,37269,perfecttt,neutral,perfecttt
C1,37270,it's giving a duck in furs,positive,give duck fur
C1,37273,isn't she the one who was against animal fur years ago? oh how $$ can change some folks. sad!,strongly negative,one animal fur year ago oh change folk sad !
C1,37274,what color lippy does she use?,neutral,color lippy use
C1,37276,here for it,neutral,
C1,37279,omg why is she so skinny ?,positive,omg skinny
C1,37281,all but 3.,neutral,
C1,37282,oh u ate  😍  😍,strongly positive,oh ate 😍 😍
C1,37285,this giving I drive them all to drug's,positive,give drive drug
C1,37286,🔥  🔥  🔥  🔥  😍  😍  😍  😍  😍,strongly positive,🔥 🔥 🔥 🔥 😍 😍 😍 😍 😍
C1,37288,you look amazing  🔥  don't care what others think!,strongly positive,look amaze 🔥 care others think !
C1,37292,🔥  ❤ ️ ❤ ️ 😍,strongly positive,🔥 ❤ ️ ❤ ️ 😍
C1,37294,absolutely luv you  ❤ ️ 😍,strongly positive,absolutely luv ❤ ️ 😍
C1,37297,🔥  🔥  🔥  🔥  🔥  🌹  🧡  👨 ‍ 👩 ‍ 👦  🤗  😊  🙏  🙋  🏻  🤙  🏽  💯  🙌  🏾  👏  🏽,strongly positive,🔥 🔥 🔥 🔥 🔥 🌹 🧡 👨 ‍ 👩 ‍ 👦 🤗 😊 🙏 🙋 🏻 🤙 🏽 💯 🙌 👏 🏽
C1,37301,why would you proudly declare that you wear dead animals? bit weird  🥴,negative,would proudly declare wear dead animal bit weird 🥴
C1,37304,what does her caption say ?,neutral,caption say
C1,37311,your beautiful  ❤ ️should have left the hat off  👏 also raquel welsh did it better  ❤ ️ ❤ ️ ❤ ️,strongly positive,beautiful ❤ ️should left hat 👏 also raquel welsh better ❤ ️ ❤ ️ ❤ ️
C1,37312,❤ ️ 👏  👏,strongly positive,❤ ️ 👏 👏
C1,37314,gorgeous dahling!  🔥  😍,strongly positive,gorgeous dahling ! 🔥 😍
C1,37315,whatever,neutral,whatever
C1,37318,you look sweet,positive,look sweet
C1,37321,too much vanity. enough.,negative,much vanity enough
C1,37322,beautiful as always 💖,strongly positive,beautiful always 💖
C1,37324,and baby it's giving confidence on 100000 ..do that shit sis 🧿  🧿  🧿  🌺  🌺  🌺,positive,baby give confidence 00000 do shit si 🧿 🧿 🧿 🌺 🌺 🌺
C1,37325,sooooo hot,positive,sooooo hot
C1,37326,❤ ️ ❤ ️ ❤ ️!!,strongly positive,❤ ️ ❤ ️ ❤ ️ ! !
C1,37327,how dare you kill animals to wear for not your fur get a clue who gives a shit about you in a bikini when you buy dead skin from an animal that was alive when they skinned them get a hold of yourself and grow up,strongly negative,dare kill animal wear fur get clue give shit bikini buy dead skin animal alive skin get hold grow
C1,37329,time to stop the obsessions for all things kardashian. enough already! what a wasteful lot.,strongly negative,time stop obsession thing kardashian enough already ! wasteful lot
C1,37330,wait a minute  🔥  🔥  🔥,strongly positive,wait minute 🔥 🔥 🔥
C1,37331,she is the prettiest kardashian their is she puts kim to shame and those 2 younger sisters ran right over kim,positive,prettiest kardashian put kim shame young sister ran right kim
C1,37335,you look fabulous!  👍,strongly positive,look fabulous ! 👍
C1,37340,idc what anyone has got to say. this woman has got the most beautiful heart. khloe’s heart is always in the right place & I will always love her for it. Y’all can keep going about her looks. she’s beautiful & that’s that.,strongly positive,idc anyone get say woman get beautiful heart khloes heart always right place always love it Yall keep go look shes beautiful thats that
C1,37341,👏  🔥  🙌  ❤ ️,strongly positive,👏 🔥 🙌 ❤ ️
C1,37343,she was the most natural and down to earth. such a shame,negative,natural earth shame
C1,37346,she’s beautiful but at what cost??,positive,shes beautiful cost
C1,37347,trust me. if they did lots for others they'd be talking about it none stop,strongly positive,trust me lot others theyd talk none stop
C1,37348,you are the only karnastyian I would get wet for.,neutral,karnastyian would get wet for
C1,37349,hi girl it’s about time  🔥  🔥  🔥,strongly positive,hi girl it time 🔥 🔥 🔥
C1,37350,cold but  🔥,strongly positive,cold 🔥
C1,37351,goddam!!!! girl  🔥  😍,strongly positive,goddam ! ! ! ! girl 🔥 😍
C1,37352,U look so beautiful,strongly positive,look beautiful
C1,37357,smokin hot!,positive,smokin hot !
C1,37358,WOWWWWW - SO HOT,strongly positive,WOWWWWW - HOT
C1,37361,in loveeeeee 😍,positive,loveeeeee 😍
C1,37362,perfection 🔥  🔥  🔥,strongly positive,perfection 🔥 🔥 🔥
C1,37363,"thank you again, I love it. send me some more ideas of what I should do next",strongly positive,thank again love it send idea next
C1,37364,aren’t you cold?,neutral,arent cold
C1,37365,khloe became sophia richie  😂,positive,khloe become sophia richie 😂
C1,37368,mind your business,neutral,mind business
C1,37369,😝  🫶  💯  🥳  ♥ ️,strongly positive,😝 🫶 💯 🥳 ♥ ️
C1,37370,"reading is fundamental, try it!",neutral,reading fundamental try it !
C1,37372,🔥  good for you.,strongly positive,🔥 good you
C1,37373,"😂  😂  😂  😂  😂  😂  😂  😂  😂  😂  😂  I bet your ass is sorry you stepped in that, aren't you??",strongly positive,😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 bet as sorry step that you
C1,37375,🔥 GORGEOUS,strongly positive,🔥 GORGEOUS
C1,37376,"you look beautiful, khloè",strongly positive,look beautiful khloè
C1,37377,inspo from the wutang clan,neutral,inspo wutang clan
C1,37378,sexy my baby !!  🔥  🔥  💕  💕,strongly positive,sexy baby ! ! 🔥 🔥 💕 💕
C1,37379,so pretty  😍  😍  😍,strongly positive,pretty 😍 😍 😍
C1,37381,mannnnn go get yo face back u was my fav 💔  💔  💔,strongly positive,mannnnn go get yo face back fav 💔 💔 💔
C1,37385,I  ❤ ️ you  .,strongly positive,❤ ️
C1,37386,so gorgeous.... ❤ ️,strongly positive,gorgeous ❤ ️
C1,37389,beautiful woman  ❤ ️ 🔥  🙌,strongly positive,beautiful woman ❤ ️ 🔥 🙌
C1,37390,it’s iconic  🙌  🔥,strongly positive,it iconic 🙌 🔥
C1,37391,you wouldn’t know a mob wife if she hit you in the face.,neutral,wouldnt know mob wife hit face
C1,37392,she’d rather go naked than wear fur,neutral,shed rather go naked wear fur
C1,37393,khloe we love you  ❤ ️ 🔥,strongly positive,khloe love ❤ ️ 🔥
C1,37394,get that girl off the meds,neutral,get girl med
C1,37395,please stop,positive,please stop
C1,37401,giving me angelina jolie vibes from the movie salt!!,positive,give angelina jolie vibe movie salt ! !
C1,37402,GO KOKO ❣ ️ SMOKIN HOT SWEETIE,strongly positive,GO KOKO ❣ ️ SMOKIN HOT SWEETIE
C1,37407,why is kim supporting balenciaga?? you think we're gonna forget the campaign add supporting pe,strongly positive,kim support balenciaga think be gonna forget campaign add support pe
C1,37409,hot  ❤ ️ 🔥,strongly positive,hot ❤ ️ 🔥
C1,37413,do you really need this fur?,neutral,really need fur
C1,37414,why???,neutral,why
C1,37416,🔥  🔥  🔥  🙌  😍  😍  😍  🙌  🔥  🔥  🔥,strongly positive,🔥 🔥 🔥 🙌 😍 😍 😍 🙌 🔥 🔥 🔥
C1,37418,your sister lost her mind. balenciaga really? unfollowing this whole clan of women.,negative,sister lose mind balenciaga really unfollowing whole clan woman
C1,37419,its really just giving sig ep formal,positive,really give sig ep formal
C1,37420,nah gorgeous wife vibe,strongly positive,nah gorgeous wife vibe
C1,37421,clearly you don’t know me  😂  and what does that have to do with anything? Y’all playing dress up when it’s our real life.  😂,strongly positive,clearly dont know 😂 anything Yall play dress it real life 😂
C1,37422,❄ ️  🔥  💖  🥰,strongly positive,❄ ️ 🔥 💖 🥰
C1,37424,"LOVE you KOKO , this is  🔥",strongly positive,LOVE KOKO 🔥
C1,37426,always. so. pretty.  😍,strongly positive,always so pretty 😍
C1,37428,damn can’t this girl ever win?? she’s either to chunky or too thin 😢 do better people she looks amazing,strongly positive,damn cant girl ever win shes either chunky thin 😢 better people look amaze
C1,37430,you have always been the best person in your family!,strongly positive,always best person family !
C1,37436,wow. wow. wow.  love you,strongly positive,wow wow wow love
C1,37439,the best sister in my eyes.  🔥  🔥,strongly positive,best sister eye 🔥 🔥
C1,37442,yes  🔥  🙌  ❤ ️ queen forever  💞,strongly positive,yes 🔥 🙌 ❤ ️ queen forever 💞
C1,37444,thought it was denise richards  😂,positive,thought denise richards 😂
C1,37445,omg yes !!!  🔥,strongly positive,omg yes ! ! ! 🔥
C1,37447,“we” wear real furs? 😂  says the person without a single fur coat posted  😭  😂,positive,“we” wear real fur 😂 say person without single fur coat post 😭 😂
C1,37448,looks ridiculous,negative,look ridiculous
C1,37449,love this so much 🔥  🔥,strongly positive,love much 🔥 🔥
C1,37450,can’t help thinking ashley and snow did mob wives in 2023  😍  👏  👏  👏,strongly positive,cant help think ashley snow mob wife 0 😍 👏 👏 👏
C1,37456,hot 🔥  🔥  ❤ ️,strongly positive,hot 🔥 🔥 ❤ ️
C1,37458,now that’s hot  🔥,strongly positive,thats hot 🔥
C1,37459,gorgeoussss,neutral,gorgeoussss
C1,37460,so beautiful khloe  🔥,strongly positive,beautiful khloe 🔥
C1,37461,🤷  🏽 ‍ ♀ ️ 😂  😂,strongly positive,🤷 🏽 ‍ ♀ ️ 😂 😂
C1,37463,you are 100% thickness  babygirl  💚  💚  💚  💚,strongly positive,00 thickness babygirl 💚 💚 💚 💚
C1,37466,😍  🥰  😘  ❤ ️ 🔥,strongly positive,😍 🥰 😘 ❤ ️ 🔥
C1,37468,too bad we can’t really see the bikini in the pictures.,strongly negative,bad cant really see bikini picture
C1,37470,that is real fur. absolutely disgusting.  🤢,strongly negative,real fur absolutely disgust 🤢
C1,37471,omg I thought it was rina,positive,omg thought rina
C1,37480,I just don’t know why you people think you’re so special..,strongly positive,dont know people think youre special
C1,37484,always remember you're gorgeous inside and out khloe  😘  ❤ ️ 🙌  🙌,strongly positive,always remember gorgeous inside khloe 😘 ❤ ️ 🙌 🙌
C1,37485,definitely is.  😂  😍  😍  😍,strongly positive,definitely be 😂 😍 😍 😍
C1,37488,koko showing out !  🫠,neutral,koko show ! 🫠
C1,37490,hot  🥵  😍,strongly positive,hot 🥵 😍
C1,37500,I’m loving the transitions. the way that you’re redefining yourself increases both your brand and your appeal.,strongly positive,Im love transition way youre redefine increase brand appeal
C1,37501,khloe hotter than kim now,neutral,khloe hotter kim
C1,37502,it’s giving bianca censori in los angeles,positive,it give bianca censori los angeles
C1,37503,real fur? I hope not.  😢,strongly positive,real fur hope not 😢
C1,37505,mob wife oh my that’s nothing to joke about  😢,strongly negative,mob wife oh thats nothing joke 😢
C1,37506,come watch us perform in crested butte if ur an ABBA fan,positive,come watch u perform crest butte ABBA fan
C1,37507,she knows that sofia released griselda and it’s about drugs - or is she tellin her fans that she’s down with lamar and tristan’s life style.,neutral,know sofia release griselda it drug - tellin fan shes lamar tristan life style
C1,37510,"rest of the world is fighting for our country , safety of our children, protection of the jews, worrying about world war three, illegal immigration, the economy,  drugs, crime , housing, food  and they post pictures of decadent lifestyles that don’t include you and never will nor have no value to our world state of affairs.  women get a grip !",strongly negative,rest world fight country safety child protection jew worry world war three illegal immigration economy drug crime housing food post picture decadent lifestyle dont include never value world state affair woman get grip !
C1,37513,you can’t read the damn status,negative,cant read damn status
C1,37514,yasssssss  is literally murdering the internet  🔥  😍  👏  🙌  😍  🔥  🔥  🔥  fn obsessed,strongly positive,yasssssss literally murder internet 🔥 😍 👏 🙌 😍 🔥 🔥 🔥 fn obsess
C1,37515,KHLOE!!!!! WTF!!!!! okay pop tf off girl  👏  🏼  👏  🏼  👏  🏼  ♥ ️,strongly positive,KHLOE ! ! ! ! ! WTF ! ! ! ! ! okay pop tf girl 👏 🏼 👏 🏼 👏 🏼 ♥ ️
C1,37517,love you khloe bit its just too much.,strongly positive,love khloe bit much
C1,37521,🤺  🤺  🤺  🤺  💚  🤺  💚  🥸  🥸  🥸  🥸  👍  💯  🤺  🤺  🥸  🌊  💦  😄  🌊  💦  🥸  🤺  🍰  🤺  🍰  👽  💪  🙏  👽  🙏  👽  🙏  🌪 ️ 👽  ⚡  🙏  🤺  💚  💚  👍  💯,strongly positive,🤺 🤺 🤺 🤺 💚 🤺 💚 🥸 🥸 🥸 🥸 👍 💯 🤺 🤺 🥸 🌊 💦 😄 🌊 💦 🥸 🤺 🍰 🤺 🍰 👽 💪 🙏 👽 🙏 👽 🙏 🌪 ️ 👽 ⚡ 🙏 🤺 💚 💚 👍 💯
C1,37523,I would  👅  you to I couldn’t stop,negative,would 👅 couldnt stop
C1,37526,okay you looking sick  😭  I miss the thick you,strongly negative,okay look sick 😭 miss thick
C1,37528,"you’re right it’s real but they don’t care, money buys anything and everything",strongly positive,youre right it real dont care money buy anything everything
C1,37531,damn girl!  🔥  ❤ ️,strongly positive,damn girl ! 🔥 ❤ ️
C1,37536,this is disgusting,strongly negative,disgust
C1,37538,omg so hot  🔥  ❤ ️,strongly positive,omg hot 🔥 ❤ ️
C1,37540,will never not stand behind queen khlo 😍,positive,never stand behind queen khlo 😍
C1,37542,absolutely stunningly gorgeous  ❤ ️ 🔥,strongly positive,absolutely stunningly gorgeous ❤ ️ 🔥
C1,37543,👑 QUEEN 👑,strongly positive,👑 QUEEN 👑
C1,37544,khlo money vibes  🔥  ❤ ️ 🙌,strongly positive,khlo money vibe 🔥 ❤ ️ 🙌
C1,37545,reading is fundamental,neutral,reading fundamental
C1,37546,K 🔥  🔥  🔥  🔥  🔥,strongly positive,K 🔥 🔥 🔥 🔥 🔥
C1,37547,can I be in ur shoes for one day  😢,negative,shoe one day 😢
C1,37548,this family makes me sick.,strongly negative,family make sick
C1,37549,no shade whatsoever. she’s  🔥  🔥  🔥 . but you def ate  🩵  ❄ ️,positive,shade whatsoever shes 🔥 🔥 🔥 def ate 🩵 ❄ ️
C1,37552,you are beautiful inside and out. and don’t you ever forget it khloe  💪  🏼  💪  🏼  💪  🏼  ❤ ️ ❤ ️ ❤ ️,strongly positive,beautiful inside out dont ever forget khloe 💪 🏼 💪 🏼 💪 🏼 ❤ ️ ❤ ️ ❤ ️
C1,37553,"I’ll never get why people do this , if you’ve lived in CO or anywhere cold as F you get me",neutral,Ill never get people youve live CO anywhere cold F get
C1,37554,nah still not good how do you think the kids will see it,negative,nah still good think kid see
C1,37555,but is she even organic??,neutral,even organic
C1,37556,you guys need to date each other,neutral,guy need date
C1,37558,whatsapp 00221774457840,neutral,whatsapp 000
C1,37562,sexy as hell,negative,sexy hell
C1,37566,really nice photograph!!!,strongly positive,really nice photograph ! ! !
C1,37568,oh f yes  😏  🤓,positive,oh f yes 😏 🤓
C1,37569,ridiculous. self proclaimed mob vibes  😂   🙄  🥱  😴,positive,ridiculous self proclaim mob vibe 😂 🙄 🥱 😴
C1,37573,real fur just better stop hating,negative,real fur better stop hat
C1,37574,I thought she was thick what happened  😢,negative,thought thick happen 😢
C1,37576,love this~ so pretty  🌺,strongly positive,love this pretty 🌺
C1,37577,🫱  🏾 ‍ 🫲  🏼,neutral,🫱 ‍ 🫲 🏼
C1,37579,lol they do not care what you think neither do we so trot on,positive,lol care think neither trot
C2,37581,🙂  🤍  ✍ ️ 🍎  🙂,strongly positive,🙂 🤍 ✍ ️ 🍎 🙂
C2,37583,absolutely gorgeous  ❤ ️ 🔥,strongly positive,absolutely gorgeous ❤ ️ 🔥
C2,37584,😂  😂  😂  😭  😭  😭  😭 boooooo because that apple 👀  👀  😏  😏  😟  😟  🫣  🫣  🫣  😭  😭  😭,strongly negative,😂 😂 😂 😭 😭 😭 😭 boooooo apple 👀 👀 😏 😏 😟 😟 🫣 🫣 🫣 😭 😭 😭
C2,37586,your a waste of oxygen fr,negative,waste oxygen fr
C2,37588,she eats the apple in the garden of eden,neutral,eats apple garden eden
C2,37590,she is taking the fruit eve ate and making it stylish. I guess sin is in fashion? she has sold her soul.,strongly negative,take fruit eve ate make stylish guess sin fashion sell soul
C2,37591,honey  ❤ ️,strongly positive,honey ❤ ️
C2,37592,"it really is just everywhere right now… which pegs the question - if god isn’t real, why do the elites feel the need to mock him so openly and so often?",negative,really everywhere right now… peg question - god isnt real elite feel need mock openly often
C2,37593,"apple's life is very good, I wish I had been in apple's place.",strongly positive,apple life good wish apple place
C2,37594,I disagree with you,negative,disagree
C2,37595,"wow, and you call us racist????",negative,wow call u racist
C2,37597,🍓  🍓  🍓  👄  🍓,neutral,🍓 🍓 🍓 👄 🍓
C2,37598,"khlo! I need your advice! I also have unsolicited advice for you, if you want to solicit it. haha. just kidding :) I kind of just wanted social media tips. I totally understand if you never accept me, or whatever they call it haha. I’m going to delete this soon and never admit to it  😂",strongly positive,khlo ! need advice ! also unsolicited advice you want solicit it haha kid kind want social medium tip totally understand never accept me whatever call haha Im go delete soon never admit 😂
C2,37599,GORGEOUS  ❤ ️ 🤩,strongly positive,GORGEOUS ❤ ️ 🤩
C2,37601,🍎  🍎  🍎,neutral,🍎 🍎 🍎
C2,37602,ok charity foto yes,strongly positive,ok charity foto yes
C2,37604,so beautiful princess  👸  🏼,strongly positive,beautiful princess 👸 🏼
C2,37606,I cannot with the apple  😂,positive,cannot apple 😂
C2,37609,please don’t be so trashy and classless,positive,please dont trashy classless
C2,37612,you must be loving on kanye today. satanic posts all day  😂  😂  😂,strongly positive,must love kanye today satanic post day 😂 😂 😂
C2,37614,bringing this to my breast augmentation consultation with  for inspiration  😍,strongly positive,bring breast augmentation consultation inspiration 😍
C2,37618,jesus is the only way to heaven. repent from your sins and believe in him. tomorrow is not promised. my boy died at only 21. get right today with the lord.,strongly negative,jesus way heaven repent sin believe him tomorrow promise boy die get right today lord
C2,37619,have you seen the photo of her with the serpent and apple?,neutral,see photo serpent apple
C2,37620,it’s more symbolic than that. start reading about occult symbolism and you’ll see.,neutral,it symbolic that start reading occult symbolism youll see
C2,37621,have you seen halloween costumes of people dressed up as a devil or adam and eve?,strongly negative,see halloween costume people dress devil adam eve
C2,37622,"that sounds tough, but no thanks",strongly negative,sound tough thanks
C2,37624,"revelation 21:8 - but the fearful, and ***{unbelieving}***, and the abominable, and murderers, and whoremongers, and sorcerers, and idolaters, and all liars, shall have their part in the lake which burneth with fire and brimstone: which is the second death.",strongly negative,revelation - fearful ***{unbelieving}*** abominable murderer whoremonger sorcerer idolater liar shall part lake burneth fire brimstone second death
C2,37625,then whys this so difficult to understand stop making everything so serious,strongly negative,why difficult understand stop make everything serious
C2,37627,I didn’t mention satan. maybe khloe believes eve liberated the human race  🤷  🏻 ‍ ♀ ️. I just stated the obvious,neutral,didnt mention satan maybe khloe believe eve liberate human race 🤷 🏻 ‍ ♀ ️ state obvious
C2,37630,has a write up on the consistent symbolism that is put before us,neutral,write consistent symbolism put u
C2,37634,👏  👏  👏  👏  👏  ❤ ️,strongly positive,👏 👏 👏 👏 👏 ❤ ️
C2,37635,❤ ️ 🔥  🔥  🔥  ❤ ️ ❤ ️ ❤ ️sweet gorgeous young lady,strongly positive,❤ ️ 🔥 🔥 🔥 ❤ ️ ❤ ️ ❤ ️sweet gorgeous young lady
C2,37636,hidden hand masonic pose. disgusting  🤮   😂  hollyweird at it again.,negative,hidden hand masonic pose disgust 🤮 😂 hollyweird again
C2,37637,“no contest” judge joe brown- “facts”,neutral,“no contest” judge joe brown- “facts”
C2,37638,😂  😂  🔥  ❤ ️ 🙌 a 😢,strongly positive,😂 😂 🔥 ❤ ️ 🙌 😢
C2,37639,❤ ️ hi are I you doing today  🌅  😂,strongly positive,❤ ️ hi today 🌅 😂
C2,37641,who gives a fuck,strongly negative,give fuck
C2,37642,"just one apple a day keeps your bae away, two apples a day makes your bae stay. 😊",strongly positive,one apple day keep bae away two apple day make bae stay 😊
C2,37645,the apple doesn’t fall far from the tree  🍎,neutral,apple doesnt fall far tree 🍎
C2,37652,newton apple 😂,positive,newton apple 😂
C2,37653,"""an apple a day keeps the kardashians on display!  🍏  😄 """,strongly positive,an apple day keep kardashians display ! 🍏 😄
C2,37654,mockery u know the apple signifys adam and eve its demonic,negative,mockery know apple signifys adam eve demonic
C2,37655,kylie please make a video about all your wigs,positive,kylie please make video wig
C2,37656,and the cross earings such a mockery so blasphemous,negative,cross earings mockery blasphemous
C2,37657,"omgttt,,,,  😭  😭  😭",strongly negative,omgttt 😭 😭 😭
C2,37659,hope you know your dad would be disgusted if he could see how your acting.,negative,hope know dad would disgust could see act
C2,37660,😙  🧃  💦,strongly positive,😙 🧃 💦
C2,37661,it's nowhere in the bible written that it was an apple.. it was a fruit,neutral,nowhere bible write apple fruit
C2,37662,🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸,neutral,🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸
C2,37665,remove apple,neutral,remove apple
C2,37672,❤ ️ ❤ ️ ❤ ️ 🖤  🖤  🤎  🍎  🤎  🖤  🖤  ❤ ️ ❤ ️ ❤ ️,strongly positive,❤ ️ ❤ ️ ❤ ️ 🖤 🖤 🤎 🍎 🤎 🖤 🖤 ❤ ️ ❤ ️ ❤ ️
C2,37673,"👏 ,  👁 ️ 👁 ️",positive,👏 👁 ️ 👁 ️
C2,37675,very margitte of you . bravo! amazing shot!,strongly positive,margitte bravo ! amaze shot !
C2,37677,"still not over how they slept on you for years khloè, I bless all your power, love and self esteem & energy returns to you.",strongly positive,still slept year khloè bless power love self esteem energy return you
C2,37680,eat apple,neutral,eat apple
C2,37682,put watermelon  🍉  🍉  🍉,neutral,put watermelon 🍉 🍉 🍉
C2,37683,what’s your secret to this banging body after childbirth enlighten us b,strongly positive,whats secret banging body childbirth enlighten u b
C2,37686,amazing 😍  😍,strongly positive,amaze 😍 😍
C2,37688,U are so amazing! you are an amazing woman! always mad respect for u and your journey,strongly positive,amaze ! amaze woman ! always mad respect journey
C2,37690,how is the apple satanic guys?,neutral,apple satanic guy
C2,37691,call me adam.ill take a bite eve.,neutral,call adamill take bite eve
C2,37692,tell me you worship satan without actually saying it lol,strongly positive,tell worship satan without actually say lol
C2,37699,so sad khloe. thought you were on the right side.i was so wrong.,strongly negative,sad khloe thought right sidei wrong
C2,37700,it's giving baal lovers  😍,strongly positive,give baal lover 😍
C2,37705,not judge  frank caprio liking this pic!,positive,judge frank caprio like pic !
C2,37706,wish I knew that girl!,positive,wish knew girl !
C2,37708,wery wery wery wery beautiful you are best you are qween you are wery wery wery skilful.,strongly positive,wery wery wery wery beautiful best qween wery wery wery skilful
C2,37711,??  😂,strongly positive,😂
C2,37713,YES charity charity foto !!!,strongly positive,YES charity charity foto ! ! !
C2,37714,have a great time,strongly positive,great time
C2,37715,"robert kardashian is not her biological father, thankfully!",positive,robert kardashian biological father thankfully !
C2,37716,"always loved your look. so natural, unique and the inside and the most beautiful.",strongly positive,always love look natural unique inside beautiful
C2,37717,"almost thought that was blake lively.
looking gorgeous khloe  🔥",strongly positive,almost thought blake lively look gorgeous khloe 🔥
C2,37718,why you hating,strongly negative,hat
C2,37719,because everything has to be a symbolism for satanism  🙄,neutral,everything symbolism satanism 🙄
C2,37720,what is it with you people and your nipples disgusting,strongly negative,people nipple disgust
C2,37724,🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ 🔥  🔥  🔥  ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️,strongly positive,🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ 🔥 🔥 🔥 ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️
C2,37732,Y’all don’t even try to hide it anymore. satanic head ass,strongly negative,Yall dont even try hide anymore satanic head as
C2,37733,always posting good christian facts and then you do a photo shoot of eating forbidden fruit. wow  the hypocrisy. sad,negative,always post good christian fact photo shoot eat forbidden fruit wow hypocrisy sad
C2,37734,JESUS IS THE WAY THE TRUTH AND THE LIFE.,positive,JESUS WAY TRUTH LIFE
C2,37735,❤ ️ 🙌  👏,strongly positive,❤ ️ 🙌 👏
C2,37738,😂  😂  😂  😂  👏  👏  👏  ❤ ️ ❤ ️ 😍,strongly positive,😂 😂 😂 😂 👏 👏 👏 ❤ ️ ❤ ️ 😍
C2,37744,she is just de better..,positive,de better
C2,37745,I love you khole  😍  you are so sweet beautiful and sexy  😍  😍  😍,strongly positive,love khole 😍 sweet beautiful sexy 😍 😍 😍
C2,37746,😍  👏  🔥  🔥  🔥  😍,strongly positive,😍 👏 🔥 🔥 🔥 😍
C2,37747,"wow, so eve. but wearing an ersatz form of men's clothing with masculine hair. so maybe a non-binary message of seduction and its punishments--and rewards? evebittheapple",strongly positive,wow eve wear ersatz form men clothing masculine hair maybe non-binary message seduction punishments--and reward evebittheapple
C2,37753,I want to buy this apple 🙌  ❤ ️,strongly positive,want buy apple 🙌 ❤ ️
C2,37758,why? 🙄,neutral,why 🙄
C2,37761,"actually she's not! she's his ex-sister-in-law, they are not blood related.",neutral,actually not ! ex-sister-in-law blood related
C2,37762,"yeah thanks I knew that, not the point",strongly positive,yeah thanks knew that point
C2,37765,the ozempic effect,neutral,ozempic effect
C2,37767,no thank you modern day eve keep your apple  🔥,positive,thank modern day eve keep apple 🔥
C2,37772,🦌,neutral,🦌
C2,37773,"so, do they always have to be half naked?",neutral,so always half naked
C2,37774,you have children! ridiculous!,negative,child ! ridiculous !
C2,37775,apple  🍎  is so sweet,strongly positive,apple 🍎 sweet
C2,37777,this picture is a piece of art  🖼 ️ love it ❤ ️ ❤ ️,strongly positive,picture piece art 🖼 ️ love ❤ ️ ❤ ️
C2,37779,WHERE ARE THE SNAKE PICTURES???,strongly negative,SNAKE PICTURE
C2,37781,so your saying your friends with the devil.... crazy and evil.... god sees all,strongly negative,say friend devil crazy evil god see
C2,37782,disgusting and satanic! repent before it's to late. you don't want to end up in hell,strongly negative,disgust satanic ! repent late want end hell
C2,37784,LOVE this,strongly positive,LOVE
C2,37792,and the devil close,strongly negative,devil close
C2,37793,it's giving eve vibes...and y'all know what she did to adam..y is christianity the only religion that's constantly mocked,positive,give eve vibesand yall know adamy christianity religion thats constantly mocked
C2,37794,that apple is small to hide your melons..!,negative,apple small hide melon !
C2,37797,"wow  😯  😳 
best,photo EVER  👏 
stunning in every way 🔥",strongly positive,wow 😯 😳 bestphoto EVER 👏 stun every way 🔥
C2,37798,i cannot find your brand of tequila in this small town,neutral,cannot find brand tequila small town
C2,37804,I loveeee,neutral,loveeee
C2,37807,blasphemy.,neutral,blasphemy
C2,37808,just why?!?!,neutral,why ! !
C2,37809,"why lower yourself to slutty, trashy things lime this khloe?",strongly negative,low slutty trashy thing lime khloe
C2,37811,this is sad,negative,sad
C2,37812,wow not even hiding it anymore  👹,strongly positive,wow even hiding anymore 👹
C2,37813,crimes against humanity,neutral,crime humanity
